submission_id,age,cups,where_drink,brew,brew_other,purchase,purchase_other,favorite,favorite_specify,additions,additions_other,dairy,sweetener,style,strength,roast_level,caffeine,expertise,coffee_a_bitterness,coffee_a_acidity,coffee_a_personal_preference,coffee_a_notes,coffee_b_bitterness,coffee_b_acidity,coffee_b_personal_preference,coffee_b_notes,coffee_c_bitterness,coffee_c_acidity,coffee_c_personal_preference,coffee_c_notes,coffee_d_bitterness,coffee_d_acidity,coffee_d_personal_preference,coffee_d_notes,prefer_abc,prefer_ad,prefer_overall,wfh,total_spend,why_drink,why_drink_other,taste,know_source,most_paid,most_willing,value_cafe,spent_equipment,value_equipment,gender,gender_specify,education_level,ethnicity_race,ethnicity_race_specify,employment_status,number_children,political_affiliation,avg_age,spend,spend_on_equipment
RzZXGp,25-34 years old,1,At home,"Pour over, French press, Other",Moka pot,"Local cafe, National chain (e.g. Starbucks, Dunkin), Specialty coffee shop, Deli or supermarket, Drive-thru",Online ordering,Latte,machiatto,"Milk, dairy alternative, or coffee creamer",Condensed milk,Whole milk,Granulated Sugar,Juicy,Medium,Light,Full caffeine,5.0,3.0,3.0,4.0,"Red apple, nutty",4.0,1.0,5.0,Kinda smoky. Less distinct flavors to me.,5.0,1.0,4.0,Enjoyed the bitterness.,2.0,5.0,4.0,"Reminded me of fruit, lighter roast maybe? Personally do not prefer the fruitier coffee options.",Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual",It soothes my arthritis,Yes,Yes,$6-$8,9.0,No,$100-$300,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,South Asia/Pakistan,Employed full-time,2,Democrat,29.5,30.0,200.0
dYZLxV,35-44 years old,2,"At home, At a cafe","Pour over, French press",Aeropress,"Local cafe, National chain (e.g. Starbucks, Dunkin), Specialty coffee shop, Deli or supermarket, Drive-thru",Online ordering,Regular drip coffee,machiatto,No - just black,Condensed milk,Whole milk,Granulated Sugar,Fruity,Somewhat strong,Light,Full caffeine,7.0,2.0,4.0,3.0,"Red apple, nutty",2.0,3.0,4.0,Kinda smoky. Less distinct flavors to me.,3.0,2.0,3.0,Enjoyed the bitterness.,1.0,3.0,5.0,"Reminded me of fruit, lighter roast maybe? Personally do not prefer the fruitier coffee options.",Coffee B,Coffee D,Coffee D,I primarily work from home,$60-$80,"I need the caffeine, It tastes good, I need the ritual",It soothes my arthritis,Yes,Yes,$10-$15,17.5,Yes,$300-$500,Yes,Male,Transgender Female,Some college or associate's degree,White/Caucasian,South Asia/Pakistan,Employed full-time,2,Democrat,39.5,70.0,400.0
NA4KXN,25-34 years old,1,At home,Pour over,Aeropress,"Local cafe, National chain (e.g. Starbucks, Dunkin), Specialty coffee shop, Deli or supermarket, Drive-thru",Online ordering,Iced coffee,machiatto,No - just black,Condensed milk,Whole milk,Granulated Sugar,Full Bodied,Medium,Medium,Full caffeine,5.0,2.0,1.0,3.0,Almost reminded me of tea.,1.0,3.0,3.0,Kinda smoky. Less distinct flavors to me.,4.0,4.0,4.0,Enjoyed the bitterness.,1.0,2.0,2.0,"Reminded me of fruit, lighter roast maybe? Personally do not prefer the fruitier coffee options.",Coffee C,Coffee A,Coffee C,I primarily work from home,$40-$60,"It tastes good, I need the ritual",It soothes my arthritis,Yes,Yes,$6-$8,12.5,Yes,$100-$300,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,South Asia/Pakistan,Employed full-time,2,No affiliation,29.5,50.0,200.0
5dl6vZ,18-24 years old,3,At home,"Pour over, Espresso",Aeropress,"Local cafe, National chain (e.g. Starbucks, Dunkin), Specialty coffee shop, Deli or supermarket, Drive-thru",Online ordering,Pourover,machiatto,No - just black,Condensed milk,Whole milk,Granulated Sugar,Juicy,Somewhat strong,Nordic,Full caffeine,8.0,2.0,4.0,4.0,Almost reminded me of tea.,4.0,1.0,1.0,Kinda smoky. Less distinct flavors to me.,4.0,1.0,1.0,Dark roast immediately.  Kind of a chalky roast flavor if that makes sense.  Nice chocolate at the back end though. One of the best dark roasts I’ve had. But still my least favorite of the bunch.,1.0,3.0,4.0,I found this one really interesting. Kind of a raspberry mixed with grape flavor to me.,Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the caffeine",It soothes my arthritis,Yes,Yes,$8-$10,12.5,No,"More than $1,000",Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,South Asia/Pakistan,Employed full-time,2,Independent,21.0,50.0,1000.0
kY0DK1,18-24 years old,2,"At home, At the office",Other,Aeropress,"Local cafe, National chain (e.g. Starbucks, Dunkin), Specialty coffee shop, Deli or supermarket, Drive-thru",Online ordering,Iced coffee,machiatto,No - just black,Condensed milk,Whole milk,Granulated Sugar,Floral,Somewhat strong,Light,Full caffeine,6.0,2.0,4.0,4.0,Almost reminded me of tea.,2.0,1.0,2.0,Kinda smoky. Less distinct flavors to me.,3.0,2.0,1.0,Dark roast immediately.  Kind of a chalky roast flavor if that makes sense.  Nice chocolate at the back end though. One of the best dark roasts I’ve had. But still my least favorite of the bunch.,1.0,4.0,5.0,I found this one really interesting. Kind of a raspberry mixed with grape flavor to me.,Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the caffeine",It soothes my arthritis,Yes,Yes,$8-$10,12.5,No,"More than $1,000",Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,South Asia/Pakistan,Employed full-time,2,Independent,21.0,50.0,1000.0
LdEAbJ,25-34 years old,2,"At the office, At home","Pour over, Espresso",moka pot,"Local cafe, National chain (e.g. Starbucks, Dunkin), Specialty coffee shop, Deli or supermarket, Drive-thru",Online ordering,Cortado,machiatto,"No - just black, Milk, dairy alternative, or coffee creamer",Condensed milk,Whole milk,Granulated Sugar,Sweet,Somewhat strong,Light,Full caffeine,7.0,1.0,3.0,3.0,Mild but really approachable.  Kind of a cherry flavor to me.,2.0,1.0,2.0,Kinda smoky. Less distinct flavors to me.,3.0,2.0,1.0,Dark roast immediately.  Kind of a chalky roast flavor if that makes sense.  Nice chocolate at the back end though. One of the best dark roasts I’ve had. But still my least favorite of the bunch.,1.0,4.0,5.0,I found this one really interesting. Kind of a raspberry mixed with grape flavor to me.,Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the caffeine",It soothes my arthritis,Yes,Yes,$8-$10,12.5,No,"More than $1,000",Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,South Asia/Pakistan,Employed full-time,2,Independent,29.5,50.0,1000.0
jB0dQ1,25-34 years old,2,At home,"Pour over, Espresso",moka pot,"Local cafe, National chain (e.g. Starbucks, Dunkin), Specialty coffee shop, Deli or supermarket, Drive-thru",Online ordering,Latte,machiatto,"No - just black, Milk, dairy alternative, or coffee creamer",Condensed milk,"Whole milk, Oat milk",Granulated Sugar,Sweet,Somewhat strong,Medium,Full caffeine,7.0,2.0,3.0,2.0,"Mild fruit with a bit of acidity, but didn't stand out tremendously. Overall a kind of boring cup to me.",2.0,2.0,4.0,"Extremely well-executed more traditional coffee flavor. One of my favorites of the bunch, despite my usual preferences.",4.0,1.0,1.0,"Lots of bitterness, disliked even more as it cooled down. Chain diner coffee, almost. My least favorite of the bunch.",1.0,3.0,3.0,"Classic B&W funk, which I usually don't care for. Actually ended up enjoying much more as it cooled down, lots of fruit.",Coffee B,Coffee D,Coffee B,I primarily work from home,$60-$80,"It tastes good, I need the caffeine, I need the ritual",It soothes my arthritis,Yes,Yes,$8-$10,20.0,Yes,"More than $1,000",Yes,Male,Transgender Female,Some college or associate's degree,White/Caucasian,South Asia/Pakistan,Employed full-time,3,Democrat,29.5,70.0,1000.0
24bqre,55-64 years old,1,At home,"Instant coffee, Espresso",moka pot,"Local cafe, National chain (e.g. Starbucks, Dunkin), Specialty coffee shop, Deli or supermarket, Drive-thru",Online ordering,Latte,machiatto,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",Condensed milk,Half and half,Granulated Sugar,Bold,Somewhat strong,Medium,Full caffeine,5.0,2.0,3.0,2.0,"Mild fruit with a bit of acidity, but didn't stand out tremendously. Overall a kind of boring cup to me.",3.0,1.0,4.0,Bloomy bright,2.0,2.0,1.0,"Mild, balanced. Warm",2.0,2.0,1.0,This one was disgusting. Just awful.,Coffee B,Coffee A,Coffee B,I primarily work from home,$60-$80,It tastes good,It soothes my arthritis,Yes,No,$6-$8,5.0,Yes,$500-$1000,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,South Asia/Pakistan,Employed full-time,3,Democrat,59.5,70.0,750.0
LdEAEv,25-34 years old,1,At home,"Pour over, French press, Cold brew, Other",moka pot,"Local cafe, National chain (e.g. Starbucks, Dunkin), Specialty coffee shop, Deli or supermarket, Drive-thru",Online ordering,Other,machiatto,No - just black,Condensed milk,"Skim milk, Half and half","Granulated Sugar, Raw Sugar (Turbinado)",Bright,Very strong,Light,Full caffeine,7.0,2.0,3.0,4.0,"Mild fruit with a bit of acidity, but didn't stand out tremendously. Overall a kind of boring cup to me.",4.0,2.0,2.0,Bloomy bright,2.0,2.0,2.0,"Mild, balanced. Warm",3.0,4.0,4.0,Did someone steep a bad blueberry muffin in this coffee??,Coffee A,Coffee D,Coffee D,I primarily work from home,$60-$80,"It tastes good, I need the caffeine",It soothes my arthritis,Yes,Yes,$4-$6,9.0,No,$100-$300,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,South Asia/Pakistan,Employed full-time,3,Democrat,29.5,70.0,200.0
jB0d5a,35-44 years old,3,"At home, On the go, At a cafe","French press, Espresso, Instant coffee, Cold brew",Aeropress,"Local cafe, National chain (e.g. Starbucks, Dunkin), Specialty coffee shop, Deli or supermarket, Drive-thru",Online ordering,Cappuccino,Macchiato - Dry,"Milk, dairy alternative, or coffee creamer, No - just black",Condensed milk,"Skim milk, Half and half","Granulated Sugar, Raw Sugar (Turbinado)",Chocolatey,Medium,Medium,Full caffeine,7.0,2.0,3.0,2.0,"Mild fruit with a bit of acidity, but didn't stand out tremendously. Overall a kind of boring cup to me.",2.0,3.0,4.0,Bloomy bright,2.0,1.0,4.0,"Mild, balanced. Warm",1.0,4.0,2.0,Did someone steep a bad blueberry muffin in this coffee??,Coffee B,Coffee D,Coffee C,I primarily work from home,$40-$60,"I need the caffeine, It tastes good",It soothes my arthritis,Yes,Yes,$8-$10,17.5,Yes,$50-$100,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,South Asia/Pakistan,Employed full-time,3,Democrat,39.5,50.0,75.0
EPBjLB,25-34 years old, 1,At home,"French press, Cold brew",Aeropress,"Specialty coffee shop, Local cafe",Online ordering,Cold brew,Macchiato - Dry,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",Condensed milk,Half and half,"Granulated Sugar, Raw Sugar (Turbinado)",Sweet,Medium,Medium,Full caffeine,1.0,2.0,3.0,3.0,Like a high percent cocoa piece of chocolate,3.0,2.0,3.0,Bloomy bright,2.0,1.0,5.0,"Mild, balanced. Warm",1.0,5.0,1.0,Did someone steep a bad blueberry muffin in this coffee??,Coffee C,Coffee A,Coffee C,I primarily work from home,$40-$60,"I need the caffeine, It tastes good",It soothes my arthritis,Yes,Yes,$8-$10,17.5,Yes,$50-$100,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,South Asia/Pakistan,Employed full-time,3,Democrat,29.5,50.0,75.0
xd0kZv,35-44 years old,2,"At a cafe, At home","Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Espresso, Cold brew",Aeropress,"Specialty coffee shop, Local cafe",Online ordering,Latte,Macchiato - Dry,"Milk, dairy alternative, or coffee creamer, Flavor syrup, Sugar or sweetener",Condensed milk,Skim milk,"Artificial Sweeteners (e.g., Splenda)",Caramalized,Somewhat strong,Medium,Full caffeine,4.0,2.0,3.0,5.0,Dark chocolate and tangy cranberry,2.0,4.0,3.0,Apple and nut,4.0,2.0,2.0,Banana bread (no nuts) and cereal squares,4.0,4.0,4.0,Cider and a harvest festival feel,Coffee A,Coffee A,Coffee A,I primarily work in person,$80-$100,"It tastes good, I need the caffeine, Other",It soothes my arthritis,Yes,No,$10-$15,12.5,Yes,$50-$100,Yes,Non-binary,Transgender Female,High school graduate,White/Caucasian,South Asia/Pakistan,Employed full-time,3,Democrat,39.5,90.0,75.0
421WvY,25-34 years old,1,At home,"Pour over, Other",Aeropress,"Specialty coffee shop, Local cafe",Online ordering,Pourover,Macchiato - Dry,No - just black,Condensed milk,"Oat milk, Coffee creamer",Granulated Sugar,Juicy,Somewhat strong,Light,Full caffeine,8.0,1.0,5.0,4.0,Papaya,3.0,2.0,3.0,"Cola. To me, some espresso has a slight metallic taste and this coffee had it to a lesser degree. I feel like it could be caused by carbonic acid if the coffee was too fresh, but it's also possible some people enjoy the taste.",2.0,1.0,3.0,"Chocolate, cola. Some darker notes on the nose, some of which I find off putting.",1.0,4.0,5.0,Raspberries. This is the coffee I could drink all day.,Coffee A,Coffee D,Coffee D,I do a mix of both,$20-$40,"It tastes good, I need the ritual",I enjoy developing the palate,Yes,Yes,$8-$10,17.5,Yes,$300-$500,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,South Asia/Pakistan,Employed full-time,3,Democrat,29.5,30.0,400.0
J2VaJR,55-64 years old,2,At home,"Espresso, Pour over","siphon, moka, aeropress","Specialty coffee shop, Local cafe",Online ordering,Espresso,Macchiato - Dry,No - just black,Condensed milk,"Oat milk, Coffee creamer",Granulated Sugar,Chocolatey,Medium,Medium,Decaf,7.0,2.0,3.0,3.0,Papaya,3.0,2.0,3.0,"Sweet, Fruity, very balanced and clear, smoothest mouthfeel. This was my second or third favorite at the start. As the coffees cooled this one changed the least the only difference was that the flavors became more and more clear. I generally prefer single origins however this was possibly my favorite one while cool",2.0,2.0,3.0,Good every day coffee,2.0,3.0,4.0,Nice tropical fruit flavors. Finish of coconut was nice.,Coffee A,Coffee D,Coffee D,I do a mix of both,$40-$60,It tastes good,I enjoy developing the palate,Yes,Yes,$6-$8,9.0,Yes,"More than $1,000",Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,South Asia/Pakistan,Employed full-time,3,Independent,59.5,50.0,1000.0
xd0kly,25-34 years old,2,"At home, At the office, At a cafe","Pour over, French press, Instant coffee, Cold brew","siphon, moka, aeropress","Specialty coffee shop, Local cafe",Online ordering,Regular drip coffee,Macchiato - Dry,"No - just black, Milk, dairy alternative, or coffee creamer",Condensed milk,"Oat milk, Coffee creamer",Granulated Sugar,Full Bodied,Somewhat strong,Dark,Full caffeine,3.0,3.0,3.0,3.0,Papaya,3.0,2.0,5.0,"Sweet, Fruity, very balanced and clear, smoothest mouthfeel. This was my second or third favorite at the start. As the coffees cooled this one changed the least the only difference was that the flavors became more and more clear. I generally prefer single origins however this was possibly my favorite one while cool",1.0,3.0,3.0,"Floral, least clear of all the coffees",1.0,5.0,2.0,Flavor was reminiscent of a chocolate orange,Coffee B,Coffee A,Coffee B,I primarily work in person,$20-$40,"It tastes good, I need the caffeine",I enjoy developing the palate,Yes,No,$8-$10,9.0,Yes,$50-$100,Yes,Female,Transgender Female,Some college or associate's degree,White/Caucasian,South Asia/Pakistan,Employed full-time,More than 3,Independent,29.5,30.0,75.0
aBjb9E,18-24 years old,3,"At the office, At home","Pour over, French press, Other, Espresso","siphon, moka, aeropress","Specialty coffee shop, Local cafe",Online ordering,Americano,Macchiato - Dry,No - just black,Condensed milk,Half and half,Granulated Sugar,Full Bodied,Somewhat strong,Light,Full caffeine,8.0,5.0,1.0,1.0,"Dark Chocolate, licorice, tasted worse as it cooled down",1.0,2.0,4.0,"Sweet, Fruity, very balanced and clear, smoothest mouthfeel. This was my second or third favorite at the start. As the coffees cooled this one changed the least the only difference was that the flavors became more and more clear. I generally prefer single origins however this was possibly my favorite one while cool",4.0,1.0,3.0,"Floral, least clear of all the coffees",3.0,4.0,4.0,"Nutmeg, earthy flavors at the start. Some fruitier flavors developed over time. bitterness increased over time, I instantly thought it was naturally processed. Very complex.  Bitterness and acidity are both present. Acidity seemed to decrease as bitterness increased over time. Relatively balanced. Great mouthfeel, seems heavy.",Coffee B,Coffee D,Coffee B,I primarily work in person,$40-$60,"I need the ritual, It tastes good, I need the caffeine, Other",I enjoy developing the palate,Yes,Yes,More than $20,20.0,Yes,"More than $1,000",Yes,Male,Transgender Female,Bachelor's degree,Other (please specify),South Asia/Pakistan,Employed full-time,More than 3,Independent,21.0,50.0,1000.0
24bqRp,25-34 years old,1,"At the office, At a cafe",Other,Aeropress,"Specialty coffee shop, Local cafe",Online ordering,Pourover,Macchiato - Dry,No - just black,Condensed milk,Half and half,Granulated Sugar,Fruity,Somewhat strong,Light,Decaf,7.0,2.0,4.0,4.0,"Caramel, butter, blueberry",4.0,3.0,1.0,"Toffee, chocolate",4.0,4.0,3.0,"Butter, raspberry, chocolate",1.0,5.0,5.0,"Green apple, black tea",Coffee A,Coffee D,Coffee D,I primarily work in person,>$100,It tastes good,I try my partner’s coffee,Yes,Yes,$10-$15,20.0,Yes,"More than $1,000",Yes,Male,Transgender Female,Doctorate or professional degree,White/Caucasian,Mutt,Employed full-time,More than 3,Democrat,29.5,100.0,1000.0
RzZXbd,35-44 years old,1,At home,Other,Aeropress,"Specialty coffee shop, Local cafe",Online ordering,Regular drip coffee,Macchiato - Dry,No - just black,Condensed milk,Half and half,Granulated Sugar,Chocolatey,Very strong,Medium,Full caffeine,8.0,3.0,4.0,4.0,Berries,3.0,2.0,3.0,Honestly hard to say...very light flavors,2.0,3.0,4.0,Cherry,2.0,4.0,2.0,Sour apple,Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,It tastes good,I try my partner’s coffee,Yes,No,$6-$8,7.0,No,$500-$1000,No,Male,Transgender Female,Doctorate or professional degree,White/Caucasian,Mutt,Employed full-time,More than 3,Independent,39.5,30.0,750.0
dYZLJV,25-34 years old,1,At home,"Pour over, Other",Aeropress,"Specialty coffee shop, Local cafe",Online ordering,Pourover,Macchiato - Dry,No - just black,Condensed milk,Half and half,Granulated Sugar,Juicy,Somewhat strong,Light,Full caffeine,7.0,2.0,3.0,4.0,"Lemon, butter",1.0,1.0,1.0,"Milk chocolate, apricots",4.0,3.0,2.0,"Nuts, dark chocolate",2.0,3.0,5.0,"Apple juice, orange chocolate",Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the ritual",I try my partner’s coffee,Yes,Yes,$6-$8,7.0,No,$300-$500,Yes,Male,Transgender Female,Doctorate or professional degree,Asian/Pacific Islander,Mutt,Employed full-time,More than 3,No affiliation,29.5,50.0,400.0
ZdG4ya,25-34 years old,1,"At home, On the go, At a cafe, At the office","French press, Coffee brewing machine (e.g. Mr. Coffee), Cold brew",Aeropress,"Specialty coffee shop, Local cafe",Online ordering,Iced coffee,Macchiato - Dry,"Milk, dairy alternative, or coffee creamer",Condensed milk,Half and half,Granulated Sugar,Caramalized,Medium,Medium,Half caff,1.0,3.0,4.0,4.0,90% cocoa,3.0,2.0,3.0,"Fullness, blooms",2.0,1.0,2.0,"Simple, balanced, full flavor. “This is coffee”",2.0,3.0,1.0,Tastes like late-stage capitalism.,Coffee B,Coffee A,Coffee B,I primarily work in person,<$20,"It tastes good, I need the ritual, It makes me go to the bathroom, I need the caffeine",I try my partner’s coffee,Yes,No,$6-$8,5.0,No,$50-$100,Yes,Female,Transgender Female,Bachelor's degree,White/Caucasian,Mutt,Employed part-time,More than 3,Democrat,29.5,20.0,75.0
RzZX9K,25-34 years old,2,At the office,Espresso,Aeropress,"Local cafe, Specialty coffee shop",Online ordering,Espresso,Macchiato - Dry,No - just black,Condensed milk,"Whole milk, Oat milk",Granulated Sugar,Caramalized,Very strong,Dark,Full caffeine,5.0,3.0,3.0,3.0,Balanced,4.0,2.0,4.0,Tasty,4.0,1.0,2.0,"Rich, Mellow, green mango",2.0,5.0,1.0,Very citrusy,Coffee B,Coffee A,Coffee B,I primarily work in person,$40-$60,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",I try my partner’s coffee,Yes,No,$8-$10,9.0,No,$50-$100,Yes,Male,Transgender Female,Some college or associate's degree,White/Caucasian,Mutt,Employed full-time,More than 3,Republican,29.5,50.0,75.0
24bqlL,55-64 years old,4,At the office,Espresso,Aeropress,"Local cafe, Specialty coffee shop",Online ordering,Pourover,Macchiato - Dry,No - just black,Condensed milk,"Whole milk, Oat milk",Granulated Sugar,Chocolatey,Somewhat strong,Medium,Full caffeine,5.0,3.0,4.0,3.0,"Bright, light",2.0,3.0,3.0,"Nondescript, okay",2.0,1.0,4.0,"Rich, Mellow, green mango",3.0,4.0,2.0,"Tropical (pineapple), bright, lack of richness",Coffee C,Coffee A,Coffee C,I primarily work in person,<$20,"It tastes good, I need the caffeine, I need the ritual",I try my partner’s coffee,Yes,Yes,$4-$6,5.0,No,$50-$100,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,Mutt,Employed full-time,More than 3,Democrat,59.5,20.0,75.0
BGLOW1,25-34 years old,1,None of these,Espresso,Aeropress,"Local cafe, Specialty coffee shop",Online ordering,Pourover,Macchiato - Dry,No - just black,Condensed milk,"Whole milk, Oat milk",Granulated Sugar,Fruity,Medium,Light,Full caffeine,7.0,3.0,4.0,3.0,"Fruit, juicy. Kenya?",4.0,3.0,2.0,"More full bodied, caramel. Colombia?",4.0,2.0,1.0,"Note I can’t identify-papery?, tea like texture.",2.0,2.0,4.0,"Fruity, syrupy, sweet. Natural Ethiopia?",Coffee C,Coffee D,Coffee D,I primarily work in person,$20-$40,"It tastes good, I need the ritual",I try my partner’s coffee,Yes,Yes,$6-$8,9.0,Yes,$20-$50,Yes,Prefer not to say,Transgender Female,Some college or associate's degree,White/Caucasian,Mutt,Employed full-time,1,No affiliation,29.5,30.0,35.0
421W6r,25-34 years old,1,"At home, At the office",Espresso,Aeropress,"Local cafe, Specialty coffee shop",Online ordering,Cappuccino,Macchiato - Dry,"Milk, dairy alternative, or coffee creamer",Condensed milk,"Whole milk, Oat milk",Granulated Sugar,Bright,Medium,Medium,Full caffeine,6.0,1.0,4.0,3.0,"Fruit, juicy. Kenya?",3.0,2.0,2.0,"Not super flavorful, may have been user error in brewing, Graham cracker",3.0,3.0,3.0,"Lactic sweetness, dark chocolate",3.0,2.0,4.0,Very funky/weird taste! Almost tasted like mushrooms,Coffee C,Coffee D,Coffee C,I do a mix of both,$20-$40,"It tastes good, I need the ritual",I try my partner’s coffee,Yes,Yes,$6-$8,9.0,No,$100-$300,Yes,Male,Transgender Female,Doctorate or professional degree,Asian/Pacific Islander,Mutt,Employed full-time,1,No affiliation,29.5,30.0,200.0
OA81Q7,25-34 years old,2,At home,Pour over,Aeropress,"Local cafe, Specialty coffee shop",Online ordering,Cappuccino,Macchiato - Dry,"Milk, dairy alternative, or coffee creamer",Condensed milk,Whole milk,Granulated Sugar,Juicy,Medium,Light,Full caffeine,6.0,2.0,4.0,5.0,"Fruit, juicy. Kenya?",4.0,2.0,2.0,"Not super flavorful, may have been user error in brewing, Graham cracker",3.0,2.0,2.0,"Lactic sweetness, dark chocolate",2.0,5.0,4.0,Ripe fruit.,Coffee A,Coffee D,Coffee A,I primarily work in person,$20-$40,It tastes good,I try my partner’s coffee,Yes,Yes,$15-$20,20.0,Yes,"More than $1,000",Yes,Male,Transgender Female,Doctorate or professional degree,Hispanic/Latino,Mutt,Employed part-time,1,Democrat,29.5,30.0,1000.0
kY0D2o,25-34 years old,1,At home,"Pour over, French press, Espresso",Aeropress,"Local cafe, Specialty coffee shop",Online ordering,Pourover,Macchiato - Dry,No - just black,Condensed milk,Whole milk,Granulated Sugar,Chocolatey,Medium,Light,Full caffeine,7.0,3.0,4.0,3.0,"Nutty, slight Meyer lemon",2.0,2.0,2.0,"Not super flavorful, may have been user error in brewing, Graham cracker",4.0,2.0,5.0,"Lactic sweetness, dark chocolate",3.0,4.0,4.0,Ripe fruit.,Coffee C,Coffee D,Coffee C,I primarily work in person,$20-$40,It tastes good,I try my partner’s coffee,Yes,Yes,$15-$20,20.0,Yes,"More than $1,000",Yes,Male,Transgender Female,Doctorate or professional degree,Hispanic/Latino,Mutt,Employed part-time,1,Democrat,29.5,30.0,1000.0
qbYx9g,25-34 years old,1,At home,Coffee brewing machine (e.g. Mr. Coffee),Aeropress,"Local cafe, Specialty coffee shop",Online ordering,Regular drip coffee,Macchiato - Dry,No - just black,Condensed milk,Whole milk,Granulated Sugar,Nutty,Somewhat strong,Light,Full caffeine,5.0,2.0,5.0,1.0,"Nutty, slight Meyer lemon",3.0,2.0,2.0,Neutral,3.0,1.0,3.0,Citrus fruits,3.0,4.0,2.0,"Nutty, chocolatey",Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,It tastes good,I try my partner’s coffee,Yes,No,$8-$10,9.0,Yes,$50-$100,Yes,Female,Transgender Female,Doctorate or professional degree,Asian/Pacific Islander,Mutt,Employed full-time,1,Democrat,29.5,30.0,75.0
WAl9Oj,25-34 years old,1,"At home, At a cafe","Pour over, Instant coffee",Aeropress,"Local cafe, Specialty coffee shop",Online ordering,Pourover,Macchiato - Dry,No - just black,Condensed milk,Whole milk,Granulated Sugar,Full Bodied,Somewhat strong,Light,Full caffeine,4.0,2.0,3.0,3.0,Nutty,3.0,4.0,2.0,Neutral,2.0,2.0,5.0,Citrus fruits,4.0,3.0,1.0,"Nutty, chocolatey",Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,"It tastes good, I need the caffeine",I try my partner’s coffee,Yes,Yes,$10-$15,20.0,Yes,"More than $1,000",Yes,Male,Transgender Female,Some college or associate's degree,White/Caucasian,Mutt,Employed full-time,1,Independent,29.5,30.0,1000.0
XeOlxj,25-34 years old,1,At home,"French press, Espresso",Aeropress,"Local cafe, Specialty coffee shop",Online ordering,Cappuccino,Macchiato - Dry,"Milk, dairy alternative, or coffee creamer",Condensed milk,Whole milk,Granulated Sugar,Full Bodied,Somewhat strong,Medium,Full caffeine,7.0,2.0,3.0,4.0,"sweet, toasted",3.0,2.0,5.0,nutty,3.0,3.0,3.0,chocolate,3.0,4.0,2.0,"berry, tonic",Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the caffeine",I try my partner’s coffee,Yes,Yes,$10-$15,20.0,Yes,"More than $1,000",Yes,Male,Transgender Female,Some college or associate's degree,White/Caucasian,Mutt,Employed full-time,1,Independent,29.5,30.0,1000.0
pL0jMZ,25-34 years old,2,At the office,Pour over,Aeropress,"Local cafe, Specialty coffee shop",Online ordering,Espresso,Macchiato - Dry,No - just black,Condensed milk,Whole milk,Granulated Sugar,Bright,Somewhat strong,Medium,Full caffeine,7.0,2.0,3.0,4.0,"Medium-High Body
Fresh Fruits, Lemon
Acidity increased from 2-4 during tasting, as the coffee cooled.
---
After the tasting, James revealed that this was a washed Kenyan. I would definitely also have enjoyed this same coffee as a natural process: maybe even more.",2.0,4.0,4.0,"Medium Body
Nutty, Malty
The one I would most be comfortable adding milk to.",3.0,1.0,2.0,"Low Body
More Herbaceous
Something spicy, such as clove",3.0,4.0,4.0,"Medium Body
Stone fruit flavors like plum or cherry
Hints of stewed fruits
Mildly acidic start, but more acidic finish",Coffee A,Coffee A,Coffee A,I primarily work in person,$20-$40,"It tastes good, I need the ritual, I need the caffeine",I try my partner’s coffee,Yes,Yes,$8-$10,20.0,Yes,$300-$500,Yes,Male,Transgender Female,Some college or associate's degree,White/Caucasian,Mutt,Employed full-time,1,Democrat,29.5,30.0,400.0
